,Lon,lon_minus_90,lat_minus_90,lon_minus_85,lat_minus_85,lon_minus_80,lat_minus_80,lon_minus_75,lat_minus_75,lon_minus_70,lat_minus_70,lon_minus_65,lat_minus_65,lon_minus_60,lat_minus_60,lon_minus_55,lat_minus_55,lon_minus_50,lat_minus_50,lon_minus_45,lat_minus_45,lon_minus_40,lat_minus_40,lon_minus_35,lat_minus_35,lon_minus_30,lat_minus_30,lon_minus_25,lat_minus_25,lon_minus_20,lat_minus_20,lon_minus_15,lat_minus_15,lon_minus_10,lat_minus_10,lon_minus_5,lat_minus_5,lon__0,lat__0,lon__5,lat__5,lon__10,lat__10,lon__15,lat__15,lon__20,lat__20,lon__25,lat__25,lon__30,lat__30,lon__35,lat__35,lon__40,lat__40,lon__45,lat__45,lon__50,lat__50,lon__55,lat__55,lon__60,lat__60,lon__65,lat__65,lon__70,lat__70,lon__75,lat__75,lon__80,lat__80,lon__85,lat__85,lon__90,lat__90
53,53,125.73628997802734,-74.38825225830078,112.4915771484375,-77.93412780761719,89.6478042602539,-80.45182037353516,57.5919075012207,-80.68602752685547,30.55410385131836,-78.03874969482422,14.497260093688965,-73.32713317871094,5.258503437042236,-67.19060516357422,-0.5119560360908508,-59.81283950805664,-4.520684242248535,-51.416961669921875,-7.602719306945801,-42.67938995361328,-10.11893367767334,-34.40909957885742,-12.228870391845703,-26.93773651123047,-14.032549858093262,-20.212249755859375,-15.602471351623535,-14.084722518920898,-16.99087905883789,-8.425564765930176,-18.23550796508789,-3.13977313041687,-19.364349365234375,1.840582013130188,-20.399057388305664,6.565796852111816,-21.35727310180664,11.07559871673584,-22.254207611083984,15.403690338134766,-23.10376739501953,19.580429077148438,-23.91944122314453,23.634292602539062,-24.715089797973633,27.59266471862793,-25.505773544311523,31.482215881347656,-26.308704376220703,35.32912063598633,-27.1445369720459,39.15910720825195,-28.03917694091797,42.99736404418945,-29.026519775390625,46.86820602416992,-30.152843475341797,50.79427719116211,-31.4842586517334,54.79513168334961,-33.12022399902344,58.884674072265625,-35.21994400024414,63.06721878051758,-38.058834075927734,67.33118438720703,-42.16249084472656,71.63885498046875,-48.66487503051758,75.90410614013672,-60.377689361572266,79.92312622070312,-84.52667999267578,83.10382843017578
54,54,125.73628997802734,-74.38825225830078,112.21084594726562,-77.86688995361328,89.30073547363281,-80.28084564208984,57.946163177490234,-80.41939544677734,31.626811981201172,-77.7513198852539,15.74720573425293,-73.05104064941406,6.455172061920166,-66.9195327758789,0.5708596706390381,-59.53280258178711,-3.554441213607788,-51.12338638305664,-6.7257866859436035,-42.38811492919922,-9.293547630310059,-34.139408111572266,-11.424306869506836,-26.696008682250977,-13.22806167602539,-19.99625015258789,-14.784163475036621,-13.889549255371094,-16.149099349975586,-8.245994567871094,-17.36345863342285,-2.970959186553955,-18.457429885864258,2.002870798110962,-19.454570770263672,6.725056171417236,-20.374263763427734,11.234528541564941,-21.23333740234375,15.564190864562988,-22.04720115661621,19.743656158447266,-22.830703735351562,23.800764083862305,-23.598905563354492,27.76236343383789,-24.367904663085938,31.654735565185547,-25.15579605102539,35.50374984741211,-25.983970642089844,39.33494567871094,-26.87895393371582,43.1733512878418,-27.875186920166016,47.043174743652344,-29.019502639770508,50.96693801879883,-30.378742218017578,54.963985443115234,-32.05359649658203,59.04792785644531,-34.205745697021484,63.222572326660156,-37.11597442626953,67.47554016113281,-41.32191467285156,71.7676773071289,-47.98545455932617,76.01005554199219,-59.978431701660156,79.99191284179688,-84.52667999267578,83.10382843017578
55,55,125.73628997802734,-74.38825225830078,111.93843078613281,-77.79842376708984,88.9821548461914,-80.10855102539062,58.308109283447266,-80.1533203125,32.67464828491211,-77.46366882324219,16.975208282470703,-72.7740707397461,7.637704372406006,-66.64881134033203,1.6445910930633545,-59.255950927734375,-2.593982696533203,-50.83681106567383,-5.8518853187561035,-42.10708236694336,-8.469108581542969,-33.88154220581055,-10.619467735290527,-26.466625213623047,-12.422748565673828,-19.79281997680664,-13.964920043945312,-13.707210540771484,-15.306537628173828,-8.079626083374023,-16.490924835205078,-2.8157799243927,-17.55037498474121,2.1510984897613525,-18.51025390625,6.869918346405029,-19.391618728637695,11.378889083862305,-20.212867736816406,15.710175514221191,-20.990869522094727,19.892681121826172,-21.741811752319336,23.9536075592041,-22.481969833374023,27.919267654418945,-23.228496551513672,31.81550407409668,-24.00041389465332,35.6678581237793,-24.81990623474121,39.50159454345703,-25.714183807373047,43.34156036376953,-26.718292236328125,47.211788177490234,-27.879682540893555,51.134620666503906,-29.265975952148438,55.129173278808594,-30.979141235351562,59.20871353149414,-33.183406829833984,63.37651824951172,-36.1650276184082,67.6193618774414,-40.474002838134766,71.89666748046875,-47.300872802734375,76.11666107177734,-59.57868576049805,80.06135559082031,-84.52667999267578,83.10382843017578
56,56,125.73628997802734,-74.38825225830078,111.67431640625,-77.728759765625,88.6908187866211,-79.93505859375,58.677101135253906,-79.8878173828125,33.69924545288086,-77.1759033203125,18.18231964111328,-72.49636840820312,8.806809425354004,-66.37854766845703,2.709941864013672,-58.98239517211914,-1.6385658979415894,-50.557289123535156,-4.980339050292969,-41.836177825927734,-7.645083427429199,-33.63522720336914,-9.813957214355469,-26.24919891357422,-11.616316795349121,-19.60150909423828,-13.144524574279785,-13.537199974060059,-14.463047981262207,-7.925902843475342,-15.617827415466309,-2.673635721206665,-16.64316177368164,2.2858994007110596,-17.5661563873291,7.001034736633301,-18.409460067749023,11.509332656860352,-19.19298553466797,15.84227180480957,-19.935026168823242,20.0280818939209,-20.65308952331543,24.09333610534668,-21.36465835571289,28.063800811767578,-22.08797264099121,31.964855194091797,-22.843015670776367,35.82167053222656,-23.652816772460938,39.65919876098633,-24.545326232910156,43.5020637512207,-25.556264877319336,47.37405014038086,-26.73375701904297,51.29728698730469,-28.146249771118164,55.290618896484375,-29.897062301635742,59.36693572998047,-32.153018951416016,63.52895736694336,-35.20600128173828,67.76258087158203,-39.61867904663086,72.02580261230469,-46.61103439331055,76.22386932373047,-59.17848587036133,80.1314468383789,-84.52667999267578,83.10382843017578
57,57,125.73628997802734,-74.38825225830078,111.41854095458984,-77.657958984375,88.4255142211914,-79.76051330566406,59.05257034301758,-79.62291717529297,34.70212173461914,-76.8880844116211,19.36952781677246,-72.2180404663086,9.96315860748291,-66.10884094238281,3.767582654953003,-58.71221923828125,-0.687483012676239,-50.284847259521484,-4.110510349273682,-41.57527542114258,-6.820973873138428,-33.40016555786133,-9.007399559020996,-26.043344497680664,-10.808484077453613,-19.421865463256836,-12.32276439666748,-13.37901496887207,-13.618475914001465,-7.78427267074585,-14.744065284729004,-2.543928623199463,-15.735750198364258,2.4079055786132812,-16.62228775024414,7.119060039520264,-17.427860260009766,11.626513481140137,-18.173831939697266,15.961112976074219,-18.8798770904541,20.15044593811035,-19.564807891845703,24.22047233581543,-20.24730682373047,28.196409225463867,-20.94672203063965,32.1031494140625,-21.684030532836914,35.96544647216797,-22.483150482177734,39.80793762207031,-23.37282943725586,43.65493392944336,-24.389524459838867,47.529964447021484,-25.582088470458984,51.45489501953125,-27.019868850708008,55.44824981689453,-28.807567596435547,59.52251434326172,-31.11470603942871,63.67979431152344,-34.23891067504883,67.9051284790039,-38.75588607788086,72.15499877929688,-45.915855407714844,76.3316650390625,-58.7778434753418,80.20218658447266,-84.52667999267578,83.10382843017578
58,58,125.73628997802734,-74.38825225830078,111.17108917236328,-77.5860366821289,88.18510437011719,-79.5849838256836,59.433990478515625,-79.35865020751953,35.684654235839844,-76.60031127929688,20.53775978088379,-71.93919372558594,11.10738754272461,-65.83978271484375,4.818148136138916,-58.445499420166016,0.2599382996559143,-50.019493103027344,-3.2417969703674316,-41.324222564697266,-5.996307373046875,-33.17607116699219,-8.199437141418457,-25.84868049621582,-9.998976707458496,-19.25344467163086,-11.499430656433105,-13.232157707214355,-12.772664070129395,-7.65418815612793,-13.869527816772461,-2.426068067550659,-14.82807445526123,2.517744779586792,-15.678635597229004,7.224643707275391,-16.446857452392578,11.731086730957031,-17.155500411987305,16.06733512878418,-17.82558250427246,20.2603702545166,-18.477190017700195,24.335552215576172,-19.130205154418945,28.31754493713379,-19.80508804321289,32.23074722290039,-20.523841857910156,36.09947204589844,-21.311321258544922,39.9479866027832,-22.197118759155273,43.80027389526367,-23.21847915649414,47.679569244384766,-24.42505645751953,51.607421875,-25.88713264465332,55.60200500488281,-27.710878372192383,59.675357818603516,-30.068580627441406,63.82896041870117,-33.26377868652344,68.04692840576172,-37.885555267333984,72.28421783447266,-45.21525955200195,76.44001770019531,-58.376773834228516,80.27354431152344,-84.52667999267578,83.10382843017578
59,59,125.73628997802734,-74.38825225830078,110.93196868896484,-77.51305389404297,87.96846771240234,-79.40858459472656,59.82089614868164,-79.09505462646484,36.648094177246094,-76.31266784667969,21.68788719177246,-71.65996551513672,12.240093231201172,-65.57146453857422,5.862242221832275,-58.18227767944336,1.2043365240097046,-49.76120376586914,-2.3736279010772705,-41.08285140991211,-5.170638084411621,-32.962642669677734,-7.389730930328369,-25.664825439453125,-9.187529563903809,-19.095815658569336,-10.674312591552734,-13.096142768859863,-11.925444602966309,-7.5351176261901855,-12.994087219238281,-2.3194735050201416,-13.920045852661133,2.616035223007202,-14.73515510559082,7.318427085876465,-15.466455459594727,11.82369613647461,-16.138051986694336,16.16156768798828,-16.772254943847656,20.35844612121582,-17.390409469604492,24.439115524291992,-18.013586044311523,28.42767906188965,-18.66337013244629,32.3480224609375,-19.36280632019043,36.224029541015625,-20.13772201538086,40.079551696777344,-21.018600463867188,43.93821334838867,-22.043535232543945,47.822914123535156,-23.263017654418945,51.75485610961914,-24.74835205078125,55.75183868408203,-26.60722541809082,59.82539749145508,-29.01477813720703,63.97636032104492,-32.2806282043457,68.1878890991211,-37.00762939453125,72.41339111328125,-44.5091552734375,76.54887390136719,-57.97529983520508,80.34552001953125,-84.52667999267578,83.10382843017578
60,60,125.73628997802734,-74.38825225830078,110.70116424560547,-77.43904113769531,87.7745590209961,-79.2314224243164,60.212852478027344,-78.83216094970703,37.593597412109375,-76.02523040771484,22.82072639465332,-71.38041687011719,13.361834526062012,-65.30392456054688,6.900430202484131,-57.92259979248047,2.1463162899017334,-49.509952545166016,-1.505465030670166,-40.85099411010742,-4.3435444831848145,-32.75959014892578,-6.577956676483154,-25.491411209106445,-8.37388801574707,-18.948545455932617,-9.847203254699707,-12.97049617767334,-11.076645851135254,-7.426536560058594,-12.117603302001953,-2.2235777378082275,-13.011554718017578,2.7033801078796387,-13.791769027709961,7.401037216186523,-14.486618995666504,11.904976844787598,-15.121492385864258,16.244436264038086,-15.719964981079102,20.445266723632812,-16.30459976196289,24.53169059753418,-16.89765167236328,28.52726936340332,-17.52182960510254,32.45537185668945,-18.201244354248047,36.33941650390625,-18.962717056274414,40.20283508300781,-19.83766746520996,44.06886291503906,-20.865076065063477,47.96004867553711,-22.096342086791992,51.89720153808594,-23.603836059570312,55.897705078125,-25.4968318939209,59.97256088256836,-27.953433990478516,64.12193298339844,-31.289505004882812,68.32796478271484,-36.122047424316406,72.54246520996094,-43.79745101928711,76.6582260131836,-57.57344436645508,80.4180908203125,-84.52667999267578,83.10382843017578
61,61,125.73628997802734,-74.38825225830078,110.47863006591797,-77.36404418945312,87.60237884521484,-79.0535888671875,60.60948181152344,-78.57000732421875,38.522216796875,-75.73805236816406,23.937047958374023,-71.10065460205078,14.473136901855469,-65.03726196289062,7.9332475662231445,-57.666481018066406,3.0864503383636475,-49.265682220458984,-0.6367985606193542,-40.628475189208984,-3.5146267414093018,-32.566619873046875,-5.763803958892822,-25.32807731628418,-7.557802200317383,-18.811227798461914,-9.017891883850098,-12.854756355285645,-10.22608757019043,-7.327936172485352,-11.239920616149902,-2.1378297805786133,-12.102473258972168,2.7803661823272705,-12.848380088806152,7.473084926605225,-13.507282257080078,11.975547790527344,-14.105806350708008,16.316539764404297,-14.668742179870605,20.521400451660156,-15.219850540161133,24.61380958557129,-15.782554626464844,28.616779327392578,-16.380685806274414,32.55318069458008,-17.03943634033203,36.44593811035156,-17.786640167236328,40.318058013916016,-18.65468406677246,44.19237518310547,-19.683483123779297,48.09103775024414,-20.92538833618164,52.03446578979492,-22.453895568847656,56.03956985473633,-24.379947662353516,60.11680221557617,-26.884695053100586,64.26557159423828,-30.290441513061523,68.46704864501953,-35.228763580322266,72.67139434814453,-43.08006286621094,76.76802825927734,-57.171234130859375,80.4912338256836,-84.52667999267578,83.10382843017578
62,62,125.73628997802734,-74.38825225830078,110.26436614990234,-77.2881088256836,87.45096588134766,-78.87517547607422,61.01041793823242,-78.30860900878906,39.4349365234375,-75.45121002197266,25.037565231323242,-70.82077026367188,15.574488639831543,-64.77149963378906,8.961193084716797,-57.41393280029297,4.025277614593506,-49.0283203125,0.23285357654094696,-40.41509246826172,-2.683504104614258,-32.38344955444336,-4.946974754333496,-25.174470901489258,-6.73902702331543,-18.68346405029297,-8.18617057800293,-12.748479843139648,-9.373587608337402,-7.238826751708984,-10.360875129699707,-2.061697244644165,-11.19265365600586,2.8475611209869385,-11.904861450195312,7.535160541534424,-12.528351783752441,12.036005973815918,-13.090935707092285,16.378469467163086,-13.61858081817627,20.58740997314453,-14.136214256286621,24.685977935791016,-14.668413162231445,28.69666290283203,-15.240131378173828,32.641815185546875,-15.87763500213623,36.543888092041016,-16.609798431396484,40.42544174194336,-17.470001220703125,44.308895111083984,-18.499120712280273,48.21597671508789,-19.75050926208496,52.16666793823242,-21.298847198486328,56.177406311035156,-23.256811141967773,60.2580451965332,-25.808712005615234,64.40724182128906,-29.283485412597656,68.6051025390625,-34.327720642089844,72.80010223388672,-42.356895446777344,76.87824249267578,-56.76869201660156,80.56495666503906,-84.52667999267578,83.10382843017578
63,63,125.73628997802734,-74.38825225830078,110.0583267211914,-77.21127319335938,87.31938171386719,-78.69625091552734,61.41534423828125,-78.04801940917969,40.332637786865234,-75.16475677490234,26.122949600219727,-70.54084777832031,16.666345596313477,-64.50668334960938,9.984736442565918,-57.164947509765625,4.963306903839111,-48.79779052734375,1.103946328163147,-40.21066665649414,-1.8498162031173706,-32.20978927612305,-4.127182483673096,-25.030258178710938,-5.917325496673584,-18.564865112304688,-7.35183048248291,-12.651235580444336,-8.518953323364258,-7.158738136291504,-9.4802885055542,-1.9946682453155518,-10.281932830810547,2.905510187149048,-10.96107006072998,7.587830543518066,-11.54970932006836,12.08692741394043,-12.076797485351562,16.430795669555664,-12.569440841674805,20.643836975097656,-13.053709983825684,24.748701095581055,-13.55531120300293,28.76736068725586,-14.100313186645508,32.72166061401367,-14.716062545776367,36.63357925415039,-15.432476997375488,40.52522277832031,-16.283945083618164,44.41857147216797,-17.312339782714844,48.33492660522461,-18.572053909301758,52.2938346862793,-20.13900375366211,56.311195373535156,-22.127676010131836,60.39625930786133,-24.725650787353516,64.546875,-28.268693923950195,68.74205017089844,-33.41886901855469,72.92854309082031,-41.627864837646484,76.98883056640625,-56.36583709716797,80.63925170898438,-84.52667999267578,83.10382843017578
64,64,125.73628997802734,-74.38825225830078,109.8604507446289,-77.13358306884766,87.206787109375,-78.51690673828125,61.8239631652832,-77.78823852539062,41.21614074707031,-74.87877655029297,27.193824768066406,-70.26095581054688,17.74913215637207,-64.24287414550781,11.004308700561523,-56.91950225830078,5.901016712188721,-48.57400131225586,1.9769108295440674,-40.01499557495117,-1.0132179260253906,-32.04537582397461,-3.3041508197784424,-24.89511489868164,-5.09246301651001,-18.455066680908203,-6.5146613121032715,-12.562614440917969,-7.661989212036133,-7.087217807769775,-8.59797477722168,-1.9362537860870361,-9.370135307312012,2.9547324180603027,-10.016841888427734,7.631638526916504,-10.571210861206055,12.128860473632812,-11.06328010559082,16.474056243896484,-11.521256446838379,20.691198348999023,-11.972323417663574,24.80245590209961,-12.4433012008667,28.829301834106445,-12.961357116699219,32.793087005615234,-13.554913520812988,36.715301513671875,-14.25493335723877,40.617610931396484,-15.096827507019043,44.52155685424805,-16.12348175048828,48.447998046875,-17.390363693237305,52.41600036621094,-18.97467803955078,56.44093322753906,-20.9927921295166,60.5313835144043,-23.63567352294922,64.68438720703125,-27.246126174926758,68.87781524658203,-32.502166748046875,73.0566635131836,-40.892879486083984,77.09979248046875,-55.96271514892578,80.71407318115234,-84.52667999267578,83.10382843017578
65,65,125.73628997802734,-74.38825225830078,109.67071533203125,-77.05506134033203,87.1123275756836,-78.33722686767578,62.235992431640625,-77.52932739257812,42.086212158203125,-74.59333038330078,28.250783920288086,-69.98117065429688,18.82323455810547,-63.9800910949707,12.02031421661377,-56.67757797241211,6.8388543128967285,-48.356834411621094,2.8521556854248047,-39.8278923034668,-0.17337991297245026,-31.88994598388672,-2.4776124954223633,-24.768726348876953,-4.264210224151611,-18.353717803955078,-5.674454689025879,-12.482230186462402,-6.802495956420898,-7.023838043212891,-7.713740348815918,-1.8859889507293701,-8.457071304321289,2.9957244396209717,-9.07199764251709,7.667098045349121,-9.592696189880371,12.162328720092773,-10.050251007080078,16.508766174316406,-10.473936080932617,20.7299861907959,-10.89201831817627,24.847702026367188,-11.332408905029297,28.88289451599121,-11.823359489440918,32.85643768310547,-12.39435863494873,36.78935241699219,-13.077406883239746,40.70283889770508,-13.908939361572266,44.61800765991211,-14.93287181854248,48.555274963378906,-16.205774307250977,52.533203125,-17.806182861328125,56.56660461425781,-19.8524227142334,60.66339111328125,-22.538955688476562,64.81971740722656,-26.215848922729492,69.01233673095703,-31.57756805419922,73.18441009521484,-40.15183639526367,77.21106719970703,-55.5593376159668,80.78944396972656,-84.52667999267578,83.10382843017578
66,66,125.73628997802734,-74.38825225830078,109.48904418945312,-76.97576141357422,87.03521728515625,-78.15729522705078,62.651187896728516,-77.27132415771484,42.94354248046875,-74.3084487915039,29.294370651245117,-69.7015609741211,19.88901710510254,-63.718360900878906,13.033121109008789,-56.439125061035156,7.7772393226623535,-48.146183013916016,3.7300667762756348,-39.64915084838867,0.6700124740600586,-31.743244171142578,-1.6473091840744019,-24.65080451965332,-3.432342052459717,-18.260488510131836,-4.831001281738281,-12.409709930419922,-5.940271377563477,-6.968194007873535,-6.827383995056152,-1.843434453010559,-7.54254150390625,3.0289530754089355,-8.126346588134766,7.694695472717285,-8.613988876342773,12.187824249267578,-9.037561416625977,16.53541374206543,-9.427370071411133,20.760669708251953,-9.812735557556152,24.884870529174805,-10.222639083862305,28.928531646728516,-10.686395645141602,32.91205596923828,-11.234543800354004,36.85599899291992,-11.900114059448242,40.781124114990234,-12.720558166503906,44.708091735839844,-13.740826606750488,48.656856536865234,-15.0186128616333,52.64549255371094,-16.633831024169922,56.68821334838867,-18.706825256347656,60.792240142822266,-21.435678482055664,64.95283508300781,-25.17793846130371,69.14556884765625,-30.645034790039062,73.31172943115234,-39.4046516418457,77.32261657714844,-55.15574645996094,80.8653335571289,-84.52667999267578,83.10382843017578
67,67,125.73628997802734,-74.38825225830078,109.31538391113281,-76.8957290649414,86.9747085571289,-77.97715759277344,63.06932067871094,-77.01422119140625,43.78877639770508,-74.02423095703125,30.325098037719727,-69.42220306396484,20.94681167602539,-63.45771408081055,14.043069839477539,-56.204105377197266,8.716561317443848,-47.941925048828125,4.61100959777832,-39.47858810424805,1.5172611474990845,-31.605031967163086,-0.8129897117614746,-24.54107093811035,-2.596637010574341,-18.175067901611328,-3.9840927124023438,-12.344712257385254,-5.07511043548584,-6.91990327835083,-5.938699722290039,-1.8081772327423096,-6.626340866088867,3.054857015609741,-7.179687023162842,7.7148871421813965,-7.634899616241455,12.205810546875,-8.025047302246094,16.55445671081543,-8.381428718566895,20.783687591552734,-8.734397888183594,24.914371490478516,-9.113977432250977,28.966585159301758,-9.550522804260254,32.960262298583984,-10.075601577758789,36.91552734375,-10.723257064819336,40.852684020996094,-11.531944274902344,44.79196548461914,-12.547649383544922,48.75284957885742,-13.829203605651855,52.75291061401367,-15.457929611206055,56.80576705932617,-17.55626678466797,60.91790008544922,-20.326026916503906,65.08368682861328,-24.13247299194336,69.27742767333984,-29.70453453063965,73.43856811523438,-38.65122604370117,77.43443298339844,-54.75197219848633,80.94171905517578,-84.52667999267578,83.10382843017578
68,68,125.73628997802734,-74.38825225830078,109.14968872070312,-76.81500244140625,86.93008422851562,-77.7968978881836,63.49017333984375,-76.75809478759766,44.622520446777344,-73.7406997680664,31.343448638916016,-69.14314270019531,21.99692153930664,-63.19815444946289,15.050469398498535,-55.97245788574219,9.657184600830078,-47.743919372558594,5.495330333709717,-39.316001892089844,2.3686556816101074,-31.475078582763672,0.02558944746851921,-24.439266204833984,-1.756878137588501,-18.097164154052734,-3.1335225105285645,-12.286911010742188,-4.2068071365356445,-6.878610610961914,-5.047478675842285,-1.779832124710083,-5.70825719833374,3.073845386505127,-6.231808185577393,7.728097438812256,-6.6552324295043945,12.216717720031738,-7.012531280517578,16.566316604614258,-7.335977077484131,20.79944610595703,-7.656918525695801,24.93659019470215,-8.00639533996582,28.99739646911621,-8.415781021118164,33.001365661621094,-8.917646408081055,36.96818161010742,-9.54702091217041,40.917724609375,-10.343345642089844,44.869773864746094,-11.35363483428955,48.843360900878906,-12.637861251831055,52.855525970458984,-14.278790473937988,56.91927719116211,-16.401016235351562,61.04035568237305,-19.210193634033203,65.21219635009766,-23.079538345336914,69.40789031982422,-28.756032943725586,73.56487274169922,-37.89146423339844,77.5464859008789,-54.34804916381836,81.01860809326172,-84.52667999267578,83.10382843017578
69,69,125.73628997802734,-74.38825225830078,108.99185180664062,-76.73360443115234,86.90065002441406,-77.61658477783203,63.913543701171875,-76.50296020507812,45.445308685302734,-73.45791625976562,32.34986877441406,-68.86448669433594,23.039621353149414,-62.93971633911133,16.05559730529785,-55.744117736816406,10.599441528320312,-47.552032470703125,6.383357048034668,-39.16121292114258,3.224475383758545,-31.353166580200195,0.8686650991439819,-24.34514617919922,-0.912850558757782,-18.026508331298828,-2.2790849208831787,-12.236006736755371,-3.3351550102233887,-6.843987941741943,-4.153510093688965,-1.758042335510254,-4.788075923919678,3.0862972736358643,-5.282498836517334,7.734720706939697,-5.674782752990723,12.22094440460205,-5.999835968017578,16.571392059326172,-6.290867805480957,20.80832862854004,-6.580198287963867,24.951881408691406,-6.899856090545654,29.02129364013672,-7.28220272064209,33.0356559753418,-7.7607808113098145,37.01421356201172,-8.371578216552734,40.976436614990234,-9.154999732971191,44.941673278808594,-10.159066200256348,48.92848205566406,-11.444894790649414,52.9533805847168,-13.096717834472656,57.02875518798828,-15.241338729858398,61.159584045410156,-18.088380813598633,65.33834838867188,-22.019227981567383,69.536865234375,-27.79949951171875,73.69060516357422,-37.125267028808594,77.65870666503906,-53.94401168823242,81.09597778320312,-84.52667999267578,83.10382843017578
70,70,125.73628997802734,-74.38825225830078,108.84182739257812,-76.6515884399414,86.8857650756836,-77.43627166748047,64.3392562866211,-76.24883270263672,46.25767135620117,-73.17594909667969,33.34477996826172,-68.58625793457031,24.07516860961914,-62.68239974975586,17.058704376220703,-55.51901626586914,11.543643951416016,-47.36610794067383,7.275397300720215,-39.01403045654297,4.084988117218018,-31.239089965820312,1.7164682149887085,-24.258485794067383,-0.0643448457121849,-17.962852478027344,-1.420576572418213,-12.191723823547363,-2.459949016571045,-6.815730094909668,-3.256582260131836,-1.7424794435501099,-3.8655810356140137,3.0925610065460205,-4.33154296875,7.735118389129639,-4.693346977233887,12.218856811523438,-4.986777305603027,16.570043563842773,-5.245952129364014,20.810684204101562,-5.504136085510254,24.960575103759766,-5.794316291809082,29.03858184814453,-6.149810791015625,33.063392639160156,-6.605099678039551,37.05385971069336,-7.19709587097168,41.02902603149414,-7.967132568359375,45.007816314697266,-8.964217185974121,49.008323669433594,-10.250606536865234,53.04654312133789,-11.912014961242676,57.134220123291016,-14.077508926391602,61.27557373046875,-16.960783004760742,65.46209716796875,-20.951644897460938,69.66431427001953,-26.834911346435547,73.8156967163086,-36.3525390625,77.77110290527344,-53.53989791870117,81.17381286621094,-84.52667999267578,83.10382843017578
71,71,125.73628997802734,-74.38825225830078,108.69953155517578,-76.5689926147461,86.88482666015625,-77.25603485107422,64.76713562011719,-75.99578094482422,47.06007385253906,-72.89485168457031,34.32857131958008,-68.30853271484375,25.10378646850586,-62.42621994018555,18.060009002685547,-55.29706954956055,12.490070343017578,-47.185997009277344,8.171746253967285,-38.874267578125,4.95045280456543,-31.132659912109375,2.5692238807678223,-24.179086685180664,0.7888451814651489,-17.905973434448242,-0.5577971935272217,-12.153813362121582,-1.5809857845306396,-6.793562412261963,-2.3564863204956055,-1.7328448295593262,-2.940558671951294,3.0929534435272217,-3.378727912902832,7.729618549346924,-3.7107198238372803,12.21078872680664,-3.9731709957122803,16.562599182128906,-4.201081275939941,20.80683135986328,-4.428629398345947,24.962968826293945,-4.689731597900391,29.04953384399414,-5.018624782562256,33.08483123779297,-5.450692176818848,37.08733367919922,-6.023727893829346,41.07566452026367,-6.779961585998535,45.06834411621094,-7.769356727600098,49.0829963684082,-9.055293083190918,53.13507843017578,-10.724981307983398,57.2357063293457,-12.909799575805664,61.388301849365234,-15.827616691589355,65.58338928222656,-19.87689208984375,69.79019165039062,-25.86224937438965,73.94011688232422,-35.57317352294922,77.88363647460938,-53.1357536315918,81.2520980834961,-84.52667999267578,83.10382843017578
72,72,125.73628997802734,-74.38825225830078,108.56488800048828,-76.4858627319336,86.89722442626953,-77.07593536376953,65.1970443725586,-75.74382019042969,47.852962493896484,-72.61466979980469,35.301612854003906,-68.0313720703125,26.125686645507812,-62.17118835449219,19.05970573425293,-55.07820510864258,13.43897819519043,-47.01154327392578,9.072676658630371,-38.74174499511719,5.821118354797363,-31.03369140625,3.4271512031555176,-24.10675621032715,1.6469216346740723,-17.855661392211914,0.3094504475593567,-12.122048377990723,-0.6980649828910828,-6.777236461639404,-1.4530153274536133,-1.7288694381713867,-2.0127978324890137,3.087761163711548,-2.423842668533325,7.718518257141113,-2.7267026901245117,12.197040557861328,-2.9588398933410645,16.549360275268555,-3.1561107635498047,20.797056198120117,-3.3535797595977783,24.959339141845703,-3.586057186126709,29.054407119750977,-3.888664722442627,33.10020446777344,-4.297643184661865,37.11483383178711,-4.851628303527832,41.116539001464844,-5.5936994552612305,45.12339782714844,-6.57474422454834,49.15259552001953,-7.859247207641602,53.21904373168945,-9.535916328430176,57.33322525024414,-11.738481521606445,61.497772216796875,-14.689090728759766,65.70220947265625,-18.795087814331055,69.9144515991211,-24.881494522094727,74.06380462646484,-34.787071228027344,77.99626159667969,-52.73162078857422,81.33084106445312,-84.52667999267578,83.10382843017578
73,73,125.73628997802734,-74.38825225830078,108.43780517578125,-76.40221405029297,86.92240905761719,-76.8960189819336,65.6288070678711,-75.49298095703125,48.63675308227539,-72.33545684814453,36.26425552368164,-67.75482940673828,27.141050338745117,-61.91730499267578,20.057958602905273,-54.86232376098633,14.390593528747559,-46.84257125854492,9.978449821472168,-38.61628723144531,6.697226047515869,-30.9420223236084,4.290465354919434,-24.04132652282715,2.510082483291626,-17.81174087524414,1.1813597679138184,-12.096227645874023,0.18900971114635468,-6.766530990600586,-0.5459678173065186,-1.7303133010864258,-1.0820924043655396,3.077237606048584,-1.4666837453842163,7.702082633972168,-1.7411019802093506,12.177881240844727,-1.9436123371124268,16.530590057373047,-2.110902786254883,20.781618118286133,-2.2788939476013184,24.949934005737305,-2.483255624771118,29.053428649902344,-2.759953022003174,33.10972595214844,-3.1460394859313965,37.136558532714844,-3.6809446811676025,41.151798248291016,-4.408553123474121,45.173118591308594,-5.380634307861328,49.21723175048828,-6.662753582000732,53.298519134521484,-8.345114707946777,57.42682647705078,-10.563831329345703,61.60397720336914,-13.545424461364746,65.81852722167969,-17.706340789794922,70.03704071044922,-23.892637252807617,74.18670654296875,-33.9941291809082,78.10894012451172,-52.327537536621094,81.41000366210938,-84.52667999267578,83.10382843017578
